Real,Predicho
1.48,1.4750551166141004
2.961,1.8964623387635111
3.405,2.2640122235151137
2.309,2.4809105918067997
3.817,3.4847035363725034
0.917,1.5557815011380574
3.457,2.853401469883503
3.168,2.403672052154022
2.188,2.3285095514409018
0.88,1.5439288858262525
1.839,2.4674874585430686
1.542,1.3891810224862158
1.944,2.550966703772051
0.67,0.5955333805177125
3.25,1.5753387853458367
3.426,2.8749740647502247
1.424,2.9821004813977234
1.107,1.4079873288149112
0.647,0.2536196127320538
1.375,1.007466282792527
2.034,2.1832118769411712
1.8,1.7505537941742673
1.17,2.0367282287967217
1.372,1.7746537523556452
1.938,1.4136111225561985
2.028,2.5663061478681484
5.00001,2.4509828600793773
0.759,-0.11495404024520539
1.727,2.1296908836839066
5.00001,2.849700401298846
4.033,3.934083247270855
0.956,0.8601763403692049
0.438,1.094621223124537
0.738,1.451634503334159
3.024,3.291403160107062
1.635,2.568947447359023
1.212,1.4954368940368887
0.616,0.46773515853881675
2.345,2.139206736689003
2.707,2.5058132317554715
1.637,1.7579493567033333
4.158,3.1854972479915844
0.793,0.581398441680439
1.36,2.2125533120213823
2.135,2.1428034529265294
2.092,2.026731772391234
1.693,1.3000205767602027
1.375,2.8703898543484567
1.521,2.52043047543167
1.894,2.073702641288451
1.1,0.7204825412772458
4.143,3.2326160121272935
1.663,1.5349832996794097
1.922,1.8048453160298887
1.987,2.6259386303426924
1.375,1.7992089688052528
2.38,2.2076495952425885
4.439,3.3115201713293643
1.92,1.6299427989629462
0.883,0.9669715351923225
3.522,2.5548154491513864
3.519,2.3940282650596334
0.627,1.0416464003029802
0.699,1.2831492512313638
2.119,1.8006858525581932
1.485,2.1699678906266757
2.675,3.0074715436295714
1.167,1.622810750968596
0.542,0.9254805540708249
2.409,2.6620475982491367
1.61,2.641188713819649
2.699,2.3301537016478497
1.519,2.6154464630730736
1.708,1.48549496962691
1.069,2.0362864764173882
2.318,1.2046689578760397
1.724,1.8709538750533148
5.00001,3.6021484768608536
1.464,1.8840170769438533
2.879,2.404559091053698
1.692,2.237104710755961
3.353,1.951057739708304
0.713,0.7012668837208271
1.368,1.4377844916144595
5.00001,6.942228040797724
1.219,1.6729160428767962
1.696,2.633140447033644
1.569,0.8706673625240973
5.00001,3.5321103745296782
2.866,3.5116767503838453
1.135,0.9850081110954629
2.449,2.6273876386480066
2.539,2.489769502261646
3.256,2.680878774784844
0.777,1.484549302180392
1.289,0.6802540261985706
0.591,1.4236035381106062
2.188,1.5920122402145167
1.019,1.638589436030743
1.62,1.966983834112484
2.108,2.1499061749416413
2.098,2.5961345331927426
1.406,1.7702935156140978
5.00001,3.1183027122890126
1.6,1.219636202965171
0.952,1.3097651572081888
2.262,2.27858542173631
1.83,2.5511552304909904
1.114,0.45878034740631124
2.083,2.5011677853128966
0.894,0.6672247744803896
0.958,0.7583039115913968
1.415,1.4352730793125703
1.976,1.7911541310119534
0.71,0.8515867624779212
4.2,3.961492417167488
3.341,2.5802963464286246
2.083,1.9350590879375509
1.573,2.1793570739018615
1.337,2.0939448847339897
1.98,2.7367545997866634
2.667,2.6020656264313677
0.767,1.477227917946476
4.25,2.0132660681829178
1.804,1.605379464011309
2.638,2.8866661296271188
1.0,1.8174569756977434
1.511,1.5594291507902958
1.518,1.5826850204247127
3.757,3.2797594005512587
1.542,1.650497147581508
2.104,2.2814233070626813
1.594,1.6267288917364406
1.418,1.8617140302364272
0.907,1.5101643716467474
1.709,1.7686299847708993
1.704,2.218253909499186
2.793,2.6596207089863553
2.356,2.573213268001307
1.787,1.9000884230250985
2.55,2.579952526085285
1.362,1.9048023199944992
1.258,1.8984962518701813
0.75,1.2442160364060375
2.089,2.142537222173305
4.361,3.937201507543306
0.732,0.9771399013127418
4.143,2.3079956900312966
2.025,2.08892640682269
2.239,3.0160929373474556
2.478,2.2993503493144565
0.825,1.26751601548753
4.09,3.6823048454731473
2.132,2.041652397156556
1.5,1.8181924874840716
5.00001,3.6276025381570784
1.037,1.020475748227749
0.875,1.0573374667613602
2.089,1.612443409046691
1.402,1.550504876693804
1.345,2.026176445854775
1.222,1.2553247569540247
1.841,2.036584549505704
3.5,1.6365334592293648
1.416,1.8340729597194907
1.364,1.5001462327556427
5.00001,3.4763325189400778
3.528,2.344732276044257
3.76,2.158715924538894
2.318,2.311789257579533
2.978,2.490196486166852
3.941,3.737791045206749
3.219,1.1805707563452252
0.875,1.22194641976592
5.00001,2.225508475301347
1.423,1.5900801714520485
2.778,2.1217251696956394
1.865,1.8597882297225299
1.133,2.090600918800378
1.108,1.573581620182434
0.953,0.9718835344529433
2.162,2.4653960954030314
1.575,2.268976021870433
1.725,1.890599090422214
1.11,1.760073998781563
1.152,2.090410089276478
2.722,2.6549320360347046
5.00001,2.3743498719650336
0.938,1.4188559639784457
1.786,1.7719552183526948
1.302,2.2318411520602663
2.45,1.9659401072622524
4.167,0.9226367850674448
0.833,1.6281005514207236
3.159,2.748360170718543
5.00001,4.746026144105183
5.00001,2.8587708287987565
0.961,0.04291823690936836
3.499,2.8243677488627688
1.298,2.0987870312051697
2.486,2.3053573634777993
5.00001,6.041467407440889
1.546,2.0794286891313036
1.222,1.5848253948995048
2.444,1.7624195057939251
2.217,1.9937467572673047
3.311,3.3750134457017578
1.946,2.605927357672112
3.786,2.5262212170564995
3.621,2.941564600460948
1.191,1.815479034856471
1.352,1.6572327763008454
1.418,1.7993506371888843
0.965,1.5410174115760042
2.295,2.705207283889466
2.667,1.8221629199581568
1.625,0.6245379886244993
0.7,1.5945593637717896
1.596,1.6690081287074814
1.514,1.9561592425588625
3.921,1.6510361923209276
2.333,2.2424745931340873
1.925,1.9020669790797138
0.589,1.0867807257573607
1.608,2.0950730887017093
1.279,0.9120517780549704
0.874,1.8224889918495326
2.013,2.845903667580732
5.00001,2.481707061969097
0.547,1.3122476157327887
5.00001,2.3206990414495663
2.419,2.7806650308579712
0.795,1.0715896517540442
1.023,0.6451379284054342
1.926,2.6724448331469115
3.633,2.395184071158018
1.533,2.2543948506255624
2.442,2.746805955548242
1.152,2.1555085042141675
1.396,1.808464543634535
0.75,1.7009170560833549
1.609,2.032010534104713
2.09,1.8747300974735641
1.053,1.664144530971448
2.208,1.9886572035898833
3.579,3.0426736438911157
2.562,2.8753131536300462
2.48,3.206125306373983
3.114,2.3641979734787055
1.463,1.5784716401703958
5.00001,2.103985798733603
1.25,1.6722037268521386
1.804,2.3682869983110617
1.346,1.6682735649494387
5.00001,3.348903336889003
5.00001,2.490885349837126
1.524,2.449290074758611
3.571,3.313093474133558
2.715,2.865544343742233
1.172,1.374701651130287
2.683,2.089653666470224
1.914,2.3035412292181525
0.666,1.1807513810993484
1.775,2.251400215841576
2.658,2.5791494096427785
1.149,2.040324819146025
1.528,1.782031825978064
2.062,2.682267533540263
0.987,0.7940622619977431
3.461,3.2041632198683203
0.44,-0.44333909236623104
1.656,1.7266141848952157
2.043,2.4657769961924227
1.546,1.6608694372921915
1.844,1.3015636283010652
1.831,2.284944372933562
1.21,2.0189702160417298
3.369,2.626581449353489
0.792,1.2446705472406232
0.683,0.9938698380417854
1.9,1.9160608369180623
3.882,2.8765826979711773
3.462,2.0920824492752677
2.469,3.1178883146363736
0.992,2.156384539499381
3.328,2.5957708766226384
2.207,2.409472378353062
0.65,1.0377979556801904
2.335,2.2513535819184955
0.719,0.5820148547463331
0.614,0.965652308315986
5.00001,1.5755066951241168
4.462,3.305280257074629
1.839,1.4509466535138182
4.75,3.8683358556485437
1.577,1.5540651697808248
2.013,2.046574521167769
2.289,2.1051724629036093
1.468,1.6432129434201457
2.256,2.621128480536883
0.615,0.7720399752377454
3.5,2.497254346789471
0.609,0.17729140275234734
1.25,2.272494191793137
5.00001,3.8973934375302646
0.513,0.9148132231112387
2.348,1.933440806706366
4.019,3.34036511435035
0.983,1.0759409102073767
1.287,1.4118337483625614
2.722,1.8926177327717513
3.026,3.1731105939951894
1.286,2.1468112286281693
0.483,0.7602011057851084
1.625,1.9361922343486468
1.75,1.4375533851093494
2.583,2.5116492312378442
1.621,2.1308121055168994
3.72,2.5722252253428364
1.411,2.257830403291824
0.672,1.3516737740006413
0.927,1.5006184575902337
2.581,2.655028169675
1.18,2.040347150537051
1.125,1.1476834228215802
5.00001,3.013618760139599
2.002,2.166932296964607
1.854,1.9641501184526151
1.809,2.120892546001957
2.074,1.730434866367597
5.00001,3.381043282796494
1.114,1.0152254238909197
0.66,1.3182685853019782
2.876,2.97895581150801
1.216,1.8212717074299927
1.541,1.9826345746668737
1.846,1.9629501462915206
0.844,2.2470684309232603
0.723,1.1670499253473885
0.714,1.7415412301553723
2.2,2.4764056689833307
3.977,3.9063573253521504
2.286,2.5970614884643832
2.269,2.4758563613607207
1.95,1.6573922178322413
1.294,2.433188861082868
4.167,2.623091993407807
1.981,1.8723186594096677
3.667,2.636763954518305
3.098,2.0259336682396176
0.463,0.8945605454469705
2.056,2.3190260523883652
0.554,1.25549992052499
0.962,0.5626007858901487
0.96,0.9913462356179874
1.856,1.5869066489916617
1.956,1.6366928019842866
2.4,2.752426024863677
0.769,1.8934214590214251
2.589,2.7827351064917534
2.361,1.631969928390944
1.327,1.791934820603407
3.229,2.767036527099128
0.994,1.2647208486436081
1.708,1.8159697053037318
1.849,1.7843345943077704
2.269,2.26806057833458
0.911,1.8328776569665757
1.324,1.336504178528731
3.545,3.011316591364682
2.427,2.3692579874673987
0.939,1.5323941543932922
3.553,3.2112648441529283
1.743,1.9341041523521272
1.355,0.9358414708580938
1.395,1.0737230610727857
0.632,1.0080347147333042
0.897,0.9547730416039286
1.063,1.259972886625171
0.961,0.10426620265487418
1.44,0.5795184652893393
1.625,1.5726422247902039
5.00001,5.6757501425019115
1.687,1.6912389759826085
1.019,1.2353016786971727
3.971,2.832208834201217
0.705,1.2152059190690663
1.299,2.0332363434791487
5.00001,4.53845131277977
0.539,0.5205053215099809
4.405,3.0405174777409125
1.984,2.3860618423406246
1.843,2.280756827201502
0.938,0.5954126515870741
1.041,1.4019862709019333
1.118,1.5276356139256442
0.961,0.7995153051876487
0.702,0.1436825896394347
0.551,0.6598918240784872
1.918,1.952279619182612
3.912,2.59394985196325
1.723,1.7093380759141608
2.627,2.0582693722274144
3.591,2.4992389103992405
0.633,0.5989200446526708
1.542,1.6635314449904324
4.338,4.257134040271209
1.765,1.9748327217316548
3.66,2.965021562420348
0.992,1.3211047553018083
1.059,1.6609461514490165
5.00001,2.1287393193414244
3.522,3.273086406259261
1.125,2.266439967825402
1.361,1.8686994913981472
0.99,1.1578556896405834
5.00001,2.4526941975157714
2.768,2.2085022332078514
2.453,2.0887191058543175
1.0,2.1943582221162647
2.841,1.8870366176353444
5.00001,4.857360357277134
0.883,1.5850394149933043
1.015,1.577338292717548
1.63,1.655336599784217
0.544,0.8188349997687663
1.26,1.0447778247176196
2.925,2.832593664667843
1.113,1.6969518496682139
2.141,2.339608047648808
1.875,1.3895421949486138
3.5,1.5876431408495164
0.697,0.9144349388021993
0.325,1.8710117779064783
0.834,1.3538083675128907
0.731,1.2287201320830323
0.858,1.5016412040696538
1.153,1.7995935088195956
2.15,1.6942588677609853
1.63,2.7254468840720247
1.188,1.1774200424011827
1.586,1.7028031831075157
3.143,1.954849991993559
3.418,3.408030932677351
1.679,2.398793685628514
4.5,1.3562873659165033
3.515,2.9597497705080915
0.44,0.07511436067178834
0.881,1.0641629213946362
1.602,2.3359841484294295
2.0,2.5299307417238586
1.955,2.560260273723155
0.863,0.5504623050487258
2.623,2.7788648609440285
1.504,1.8350098444297482
1.663,2.0119096490900517
0.902,1.34508830727811
1.954,2.264595168323437
3.5,2.322157136724209
1.297,1.6011879076904254
1.625,1.9138778777055556
5.00001,3.3334161600526535
1.083,1.3467735945581243
0.713,1.0663220262315949
0.485,0.4956978188389112
1.924,1.5561698760586256
1.125,1.1555104137505132
1.827,2.311564248077979
1.307,0.9494746112924504
4.518,3.2178509854902915
0.592,0.446043871317801
0.985,0.8279146938885447
2.15,2.1763237266131674
1.327,1.9799599020459588
1.558,2.0467605110022298
1.105,1.7435700358475175
5.00001,4.76980240318884
1.446,2.240253121627903
3.352,3.9354102603570746
1.137,1.750173975938158
5.00001,3.4444399676212116
1.031,1.3174789336700954
4.13,3.49377119211481
2.31,2.0621713572520415
1.719,2.5323807125184565
1.333,1.7370686678583453
3.5,5.16379564683109
1.798,2.1826276047119815
0.685,1.4707008594837996
1.255,1.6120187857487358
0.938,1.5307581628418891
1.434,0.8328522486324839
2.519,2.671130848746915
1.25,2.1668725238184674
0.52,0.6543171301136439
1.382,2.0751652739763506
3.925,2.53139934743595
5.00001,5.066469354161559
5.00001,4.15075691321782
1.339,2.0220779063733123
4.976,3.006721724951497
1.019,1.7579731451478373
1.839,1.0218892203732617
2.341,1.916462472425814
2.554,1.4908705544823304
2.776,3.183225820909584
2.854,2.3540202149278255
1.459,1.9367153720262484
5.00001,5.417681667392646
1.19,1.8182725301977296
0.905,1.6197025387229957
0.953,1.3004288427266673
3.111,2.827273546343851
1.161,1.3123157506321275
1.506,1.9013514180168767
1.889,1.9392865948637246
1.292,1.8723541257613472
2.547,2.2633343198286746
3.228,2.2496895382158018
3.231,2.7886699757397455
5.00001,4.74176167065079
1.187,1.9483342849426584
0.55,0.7533528399553626
1.761,2.043371183477594
1.764,1.9758161387092223
0.698,2.1067401458797304
3.03,2.8640317726759514
1.574,1.3459753396216214
0.948,2.017304879061074
5.00001,3.87886502368647
1.125,1.5901171796857896
3.417,1.993360163211334
2.822,2.457668420447334
1.422,1.384842362404859
1.783,1.6536313769113733
2.668,2.2580633848656246
2.028,1.8027485210766747
1.027,1.5547286697542169
1.618,1.3893676070374137
1.563,2.3627064833070803
2.581,2.8301164409308264
1.691,1.5626050304923258
1.303,1.2026360067071362
1.825,2.125209892377877
1.414,2.017711560799798
1.319,1.8455705937162592
2.516,2.6836585418359062
1.651,1.6405121862357679
2.118,2.2000582412418717
1.026,1.0684977635821078
0.528,0.9082606182483517
0.631,0.9866892897405157
0.963,1.3409956444393625
1.201,2.2960462815674667
1.011,0.7942428992851711
3.086,2.5079916157601723
0.655,1.0253036536551472
1.288,1.6236932817372083
2.018,2.3492802143641427
0.906,1.497306328770275
5.00001,6.559563050554261
0.661,1.1015175143539249
1.467,1.5492382216946325
2.911,3.113666441611464
1.067,1.7660362312077003
3.143,1.7249674616261073
1.813,2.113743606951203
1.505,2.0319784390893445
1.75,1.2110368999512249
1.444,1.4232333074807406
2.033,1.9187820291755047
1.336,1.599612290813781
0.705,0.4958635588045657
1.945,2.513081885566732
1.896,1.7530096494736913
0.775,0.9413810993807399
2.75,1.3474322655759354
0.988,0.28721850537182236
3.637,2.573875622322248
0.861,1.9976095168921946
2.4,2.908456595876447
1.516,2.247553460893
1.063,1.8736499755213818
1.382,2.3733373302411476
2.242,1.9487883565062631
1.011,1.7553590722071684
2.139,2.415103180320013
0.582,0.42477323919210086
2.023,2.312135485208811
1.477,2.1480836953284506
1.11,1.6931209247098011
0.761,1.8099265135105194
3.4,2.8814347355273
1.125,1.4067668507187752
5.00001,5.025594317831291
0.942,1.0919304706379789
5.00001,2.4540446941493474
1.62,1.96676595535858
1.666,1.6592716895629382
1.2,1.5618378757423548
1.739,2.5718852837077453
1.224,1.5861290713702145
2.207,2.8731470212892374
1.597,1.9045330251071455
5.00001,3.561659834699092
1.143,1.5907766424081973
3.131,2.377743187647515
2.293,2.5058543328043488
1.063,1.7180842265443654
3.806,3.9660821184410575
1.714,1.893374890362954
0.923,1.6463507155465644
1.554,1.9399034869405642
3.25,2.049038502135349
1.513,1.9593602977278195
1.211,0.8171547371700929
0.895,1.2658193565669227
3.33,2.8624823116239995
1.136,1.396514777596041
1.563,1.5051736436925243
1.7,2.1568692072675733
4.429,3.8365243912553275
2.399,2.4165481287301813
3.115,3.1010200594862147
1.5,1.7248908352218755
1.701,1.9938749309394794
0.821,0.9280954573844198
0.79,0.9188864397728271
2.429,2.809376484313271
2.301,2.440425042336284
0.67,1.0770796889392296
1.904,2.534042440850531
4.566,3.0165773550879216
5.00001,3.279042183630237
2.621,2.7857044820828394
1.414,1.011068065895146
1.026,1.5524580603327427
0.864,0.5461460634609403
1.344,1.7120434496824566
1.095,2.0585694999705924
3.684,2.7191463261311006
2.331,1.7435763612958295
0.612,1.0330492408218657
1.281,1.7034544441775084
1.609,0.9367326490920953
1.313,1.557083836115687
1.031,1.2212949936225774
1.125,2.0965742880187377
1.335,2.4715132584280646
2.228,2.072778830537748
1.638,1.8989886152427955
1.192,1.3200875861801191
2.188,1.303807455966174
5.00001,5.2836026582968385
1.844,1.9137686942986507
0.975,0.8600427903873462
2.394,3.1065328019214746
1.743,1.5538496115924583
1.218,1.8856180347088218
1.919,2.0778499748333203
0.844,1.2104670822041306
1.0,1.486564324386265
1.821,2.1635806613353887
2.076,1.2495611345253603
3.39,3.3154743294795392
4.192,4.238825711443136
2.399,2.824870102367357
0.65,0.5048978671704476
1.814,2.0490576134601994
1.596,2.048087633590867
1.817,1.9616731899594955
0.508,1.8479915513807317
2.888,3.2641813223936254
2.581,1.7232564281485563
2.841,1.9145872686774348
1.378,1.839572549688368
2.776,3.564179061507586
2.25,2.030842284540638
2.833,1.9195854533834327
5.00001,3.6852187120827633
2.167,2.552481092264439
1.337,1.6142717180886883
5.00001,7.006644539822446
3.268,2.859988963658514
2.417,1.5734110675680726
2.604,3.4352201123753114
1.089,1.042166809290513
0.768,1.299644144886964
1.781,2.1659378191127434
1.505,1.834376261305437
1.517,2.0723824100774397
2.0,2.419258880290468
2.75,3.198733273041956
3.37,2.813889348499128
2.73,3.036536859173589
4.735,3.988177452003579
1.826,1.754050658402054
2.416,2.7679425751873814
0.661,1.2204553685481863
1.438,1.7852782041220827
4.384,3.3764306096163086
0.568,1.0124594386221197
0.58,-0.16974279703741324
3.194,3.2949181698162775
0.871,1.447140861454511
3.354,2.8235089795621553
1.083,-0.10954571737053032
1.188,0.5562389557605392
1.873,1.8031418949211
1.281,1.9772755561771962
2.686,2.480866661314513
1.217,1.3737495090612728
2.738,3.0149567246957343
1.204,2.0184980253353833
3.625,3.81512914696997
4.043,3.9899527882619346
1.838,2.5274456666454945
0.875,0.7124921014714443
1.224,1.8996543506761316
0.735,-0.39032957495328136
0.698,1.451868959615949
0.768,1.1251687305781193
1.594,1.919852254158083
1.522,1.9874561932065722
0.973,1.6911138789862998
1.091,1.8226592386907972
2.821,2.4730659185591
1.583,1.822143850694712
2.098,2.545181932328583
2.133,2.1716192388031
3.243,3.1903370415789025
3.298,2.8956358402657107
0.55,1.0211530954943744
1.449,1.793818029487499
1.046,1.56552817904686
1.804,2.231707411456189
2.518,3.200469016160393
1.625,2.4009044020073356
2.75,2.6110314263106407
2.773,1.96193689931378
2.143,1.6514650684894185
1.482,1.817369339833249
3.981,2.401651337724537
1.64,1.3698117664473655
1.327,2.7407635318415102
1.875,1.682384260387524
2.815,2.3713975549555197
2.672,2.982818453614175
1.109,1.6463844628610373
1.219,1.509605754029268
1.049,1.4818246709432354
2.041,2.548618952406314
1.065,0.9961750920277315
2.485,2.4300226324673213
2.22,2.28226649898209
4.0,2.3536372493703395
3.608,2.1581772002952118
2.179,1.6515612817226137
2.033,2.8726234046573387
1.375,1.7540412870772464
0.668,1.0380354425850407
1.144,1.5878145127730647
0.704,0.9318602558679863
2.487,2.353458420277781
2.513,2.441549193608297
2.846,2.384370533572075
5.00001,4.542066245525994
3.674,2.536717574624034
5.00001,2.8888380827570908
0.95,1.0945710972169085
1.183,1.7951443111938048
2.696,1.9771407992876173
3.575,2.4659168715476194
2.978,2.989527156758171
0.525,0.9967782607841267
0.792,1.0551146271966454
1.672,1.7182180941557281
2.389,2.756470099595934
0.974,1.07672101424391
2.324,2.764445241897384
0.656,0.8838369996724751
1.295,1.3885422976821435
1.306,1.6189669200175425
1.319,1.7524469300011258
3.267,2.2080282669333275
4.352,2.7303408240234153
3.78,2.7605738513086817
0.841,0.982513817359004
3.0,2.0701536884101515
0.658,1.3627168073002975
2.5,2.2424053797763634
3.456,2.0813770492379216
5.00001,3.6676826679179153
3.227,3.3821912998228103
3.015,2.752341887856702
2.824,3.0222558251259386
1.31,1.8050057426599317
3.694,3.0463134117683497
2.315,2.628839452821111
1.577,1.7534217840132857
1.265,1.577280233563244
2.922,2.3934643114081404
1.094,2.130667055414892
0.98,1.5889754674559973
1.688,2.3955258279803724
1.779,3.115348250235923
1.729,2.19867482205175
1.446,2.225692368876438
1.869,2.010841943897881
1.507,2.1065603754440354
1.2,1.2786541919807437
4.822,3.493293819277052
0.857,0.8609486147440331
1.625,1.5899898827275927
3.25,1.7080639539205902
0.958,1.2048810971829873
2.5,1.6991437822294229
1.634,2.3880024091002725
1.375,1.1674620811364231
1.794,2.285374276480209
0.944,1.0055105855525839
2.881,2.815310739262017
1.27,1.3398728205793913
0.813,0.8301426097674534
2.879,2.13699754669755
1.805,1.66821131091339
1.435,2.3474132447092897
1.408,1.714357198310165
0.621,1.2040032697112446
1.013,1.6098789050945532
1.785,2.1692561334276275
5.00001,4.319789862388697
0.995,1.7385292977989046
3.853,2.5532897747612053
1.337,1.74402781396593
2.289,2.106389098549229
1.475,1.6504205968606467
0.989,1.1879587767902895
4.333,2.513480930955223
2.5,2.8275315938841348
1.493,1.3983187116017144
1.0,1.0135078497932548
2.13,2.380021718354169
1.694,1.7493939383220682
0.675,1.7503392094091916
0.772,0.6024557996206403
0.906,2.2634857421913193
0.684,1.116039605552705
3.25,2.1840002292571805
1.376,1.8738978640175672
5.00001,6.548138587482507
2.713,2.237028398759522
0.6,1.1148437048938322
2.012,1.8568872982820754
5.00001,3.864558720797911
1.938,2.022348851383626
4.555,4.04667373739592
1.145,0.9711075472701227
0.886,1.8489156594934186
0.909,1.8896182143126836
2.107,1.382364857051204
4.569,2.2722451422127823
0.883,1.2397448941044313
2.125,1.4870519944210119
1.557,1.8660301069469667
2.16,2.48045773747226
1.9,2.2842468757293335
2.701,2.5059720740469604
1.848,2.439578261337451
1.297,1.6332400954682884
0.837,1.2285950691439869
1.531,1.819806227701454
1.432,1.27699290751955
2.579,2.548279393166622
1.855,2.464891418050343
1.058,0.011631187784551411
3.435,3.081613551541138
2.259,2.4297385045481796
2.683,3.2813957875792346
1.038,1.3976414470882577
1.692,1.9564987138548582
5.00001,5.249584790379428
1.743,2.844427025042826
1.953,2.0187233181236572
1.305,1.3077445342161567
1.43,1.6361767005138725
0.956,1.350493696816276
0.637,0.47727820082237793
0.614,-0.19560745011985503
3.238,2.7237530185524608
1.281,1.3710261645064339
2.077,1.723233613746272
1.262,1.4376075620239468
5.00001,5.213675077534748
3.435,2.6468815756754904
1.922,2.2306196019225615
5.00001,5.303935687036532
0.782,1.0476208829254101
1.104,1.831998453770897
2.875,2.9391401182006125
1.753,1.9633657728078409
1.658,1.565433000313122
1.301,1.827552931770428
0.713,1.4447469811160016
1.154,1.4379971074088735
2.168,2.5662040612266996
1.694,1.8487437413170082
0.698,1.6683115083089493
2.313,2.174274920433358
3.951,2.7094556547796804
5.00001,3.20467789431329
2.556,2.356429084560999
0.517,0.4766958858784185
1.527,2.6119545996435893
1.5,1.7343245066315358
2.166,2.2421614215845453
1.5,2.126192346741306
2.313,1.6439463671232315
1.033,2.0681608546426267
1.623,2.395130359977805
1.563,1.1955532436643712
4.438,3.149511946578297
0.659,0.9422912991423291
3.663,3.231824847094127
1.16,2.1526324049503924
1.458,1.2637982958861507
1.96,1.9987731994319342
1.691,1.9790687432254015
1.488,1.3524994907139225
1.688,1.8541498471688753
2.781,3.158937994361629
2.681,2.879894468757475
2.451,2.630562376283831
1.457,2.2389063545729386
5.00001,4.353955873312905
5.00001,3.0165668218486585
2.294,1.9843352806558836
1.557,0.02538775352381295
0.95,1.4624812826403741
1.307,1.9727887602397947
1.213,2.0371936785782103
2.833,3.331097583506108
0.838,0.5116566367134414
3.527,3.4610095489105364
0.605,0.9050635222122663
1.588,2.236722069474056
3.602,2.2855824900320085
3.165,3.18829424978198
1.727,1.8280484104826664
1.833,1.8472127017015247
2.044,2.291343216221794
2.213,2.673145889449819
5.00001,3.3786053983652344
1.682,1.7967587891667214
0.62,0.2638190288669242
0.526,1.2069148728952794
5.00001,4.26346675963809
1.0,1.5002677439437573
1.042,1.4368899979299325
1.283,1.7712664955000452
1.572,1.8240537473897598
2.707,2.7452650887342225
0.705,1.129912508536501
0.847,1.3525146276347866
3.183,3.354821242889379
0.552,0.7757702586015012
0.866,0.6865817073943177
2.084,2.566188706531455
0.768,0.9766950782290613
2.713,2.7897752134728027
1.85,2.1386689005978976
2.813,2.4970511698174933
1.865,2.4619100092140154
3.022,2.513809160548595
1.625,2.1696982174836683
1.675,2.098403592000736
3.989,2.888140291878175
